subj_idx,circle_match_I,circle_match_S,circle_match_W,circle_mismatch_I,circle_mismatch_S,circle_mismatch_W,square_match_I,square_match_S,square_match_W,square_mismatch_I,square_mismatch_S,square_mismatch_W,triangle_match_I,triangle_match_S,triangle_match_W,triangle_mismatch_I,triangle_mismatch_S,triangle_mismatch_W
1,6.350100067859349,6.476577807745484,6.32588110083162,6.4586517138441435,6.617227054817258,6.403863891069045,6.3863741412766295,6.495190024383666,6.3157288698219824,6.454593639239648,6.612420064177946,6.421322693627571,6.329720905522696,6.49696834272615,6.313683906612879,6.432578290962404,6.6436561772209295,6.398636531007833
2,6.2847558583242735,6.4565683713783315,6.327579577081353,6.428997655618565,6.595395123748957,6.439182204951548,6.2635887206438134,6.524993000280086,6.262176515341301,6.4392208402175966,6.5628475635398225,6.471462707078714,6.329766610406271,6.446137443112676,6.436239395745405,6.473348340428344,6.604264697377171,6.467232779058571
3,6.273537165951479,6.433699004407041,6.227444279931442,6.321816904937636,6.514836140042491,6.2569223123623825,6.254435914700464,6.4177033706486695,6.235608265461945,6.296462054607248,6.4990819048880075,6.265636651886603,6.276841332848076,6.446017394153434,6.240005069939633,6.3197785960277315,6.521357233591198,6.275441848696543
4,6.441538755305264,6.706624601201128,6.480997515117619,6.562492796969025,6.724583360733344,6.523562306149512,6.574850863658808,6.745614429263698,6.521022707110308,6.610062481696645,6.695732098937392,6.501408203107351,6.454178155088317,6.712382254443451,6.536307892272279,6.594945314034245,6.785421463038291,6.584515111129642
5,6.237974002681236,6.5085455650364805,6.129649159195001,6.47290096963398,6.632396956219188,6.34819718169027,6.266301312831069,6.529053808143187,6.220694799971663,6.499351647112591,6.709336432169535,6.305682045321563,6.280021236970423,6.410218163577981,6.193358270590147,6.522518404181491,6.674024631622829,6.291615434782976
6,6.2828076728761015,6.438161822014506,6.294712342663853,6.4012121389454535,6.508582830496993,6.362208802487757,6.261943570955398,6.447562821857402,6.328963042659595,6.386015612278377,6.452600852586607,6.31790494772307,6.285409859197785,6.507660341048567,6.380643913345361,6.342781412145174,6.4781255438746745,6.332079974562363
7,6.2646831510544985,6.489696496523463,6.241424782530218,6.324940019922354,6.577548374115355,6.303625794739844,6.382572699613435,6.509163553787716,6.340157721305056,6.439841771601388,6.523562306149512,6.350796215237906,6.244614895892613,6.388130371056198,6.197488023708514,6.2771133037735884,6.58712610638267,6.3284326924921475
8,6.33063584069836,6.47025546828133,6.349327973710513,6.369377634337561,6.627159152919842,6.445039315786674,6.445379625471769,6.566391096280496,6.411659348361132,6.426308649851345,6.599004323324988,6.4759461955343705,6.455872190849597,6.479474723876736,6.362673070949816,6.4178496490818,6.578982358667979,6.46985306361731
9,6.460686621018898,6.6350828038406595,6.393093477658203,6.529687722585969,6.6292898616352804,6.331267696240995,6.475314184137129,6.557527759628538,6.2678170567533344,6.486030118386157,6.6417195771467155,6.319649644295645,6.392174778944144,6.613048591593392,6.365011506247146,6.464987616876595,6.6705328201693295,6.331829572923849
10,6.339071473543323,6.603353003167747,6.524373477177247,6.461748585753275,6.622171004612502,6.530658944924416,6.429988259118567,6.592435520725319,6.552061995913812,6.487889682471515,6.64447480544959,6.6630951323674115,6.3997888117929485,6.545205971850804,6.473890696352274,6.390971771280261,6.5783370516027135,6.599082505332741
11,6.406178419897295,6.6568618147150245,6.390911582890583,6.474893280017022,6.667683536647239,6.455237870743677,6.460139168614031,6.629769633611689,6.377661884858489,6.471092323428709,6.68098335821777,6.416732282512326,6.492921420869872,6.629050335123959,6.465346862464732,6.475077076844968,6.699333903731688,6.402484374596276
12,6.3377860789672225,6.482073674161876,6.258305953687911,6.465766358353299,6.561253971565743,6.320476593144911,6.325859337756546,6.512370769427449,6.3135027553964065,6.414105857459458,6.57627611177266,6.364983320400949,6.2675257870524685,6.499099371397655,6.18420175763412,6.385416261310884,6.623086206742675,6.300597585939214
13,6.195538535701841,6.503894146974158,6.1830142268310135,6.318675886976383,6.62153450390648,6.493575840563214,6.290740336156661,6.53146842315062,6.3545988475710296,6.4007818750035606,6.615567834471228,6.448097941790546,6.215496592483307,6.489789282420073,6.3172622524822755,6.352488130103147,6.613990226535929,6.378535712676888
14,6.246806348451034,6.394810293838451,6.190093848302667,6.3001578814878325,6.438162993694303,6.285192495552854,6.377781985802012,6.447305862541213,6.330765292040603,6.302665936227667,6.429549684338076,6.2748091011129485,6.294461439054496,6.451044722231749,6.25733228263197,6.268483350803223,6.4643657600148465,6.2878585601617845
15,6.437973847270923,6.5077489289177235,6.366877310149745,6.596793573708357,6.660489785547518,6.512673576253661,6.426858245758105,6.570466492858884,6.397850283939025,6.637956782295507,6.626639834254244,6.535285251222572,6.491503633354585,6.473723848933852,6.332578251074022,6.530011728161699,6.613487465501637,6.519273702200093
16,6.244700738729361,6.407003740787621,6.1823800225517385,6.387785409645335,6.542964786113383,6.353225220981417,6.375723479303701,6.529381405407404,6.389424081255786,6.445803358084929,6.5294918282991175,6.337808532208349,6.295588827554471,6.452364362104247,6.231568713729237,6.383417726237581,6.543948738446315,6.312450953462722
17,6.477642749570152,6.580952273345125,6.448722824645348,6.659565832983815,6.705809079051883,6.547483139294916,6.531628295634758,6.585587930143892,6.485047776895228,6.6645547823213676,6.721203735765078,6.533425399804684,6.51397167564781,6.560252428211817,6.446997662208559,6.674793953818165,6.66766335643797,6.570571678290379
18,6.432984750548721,6.563110851900917,6.355513551499429,6.494112084456971,6.597219442761252,6.448321235371783,6.420637615459052,6.602471583816941,6.405653397247321,6.476656731229207,6.579290893762453,6.411986667491376,6.424702779775501,6.642315236523903,6.416474251289117,6.423071447956062,6.631286294696734,6.447305862541213
19,6.420523004202365,6.440399569472012,6.219837643725804,6.568689939584376,6.587151211230278,6.356508221486346,6.5131910659520305,6.484889656193805,6.282214824468102,6.555685101430153,6.598803557738211,6.292708091845451,6.416953067181936,6.489084943323974,6.229201100725092,6.577683031490569,6.640771790880535,6.303686781505736
20,6.637123600096219,6.879672310239312,6.588432580677364,6.586679692750713,6.774152455235044,6.521187411055339,6.706565930524253,6.895513992559783,6.671288066469456,6.619594459470636,6.803782688599159,6.499905751456698,6.604124476755241,6.814165493450562,6.552904067856697,6.613686186205505,6.776665348007599,6.4663042202306205
21,6.329624547842915,6.2727354870988,6.191953407857386,6.530728106194506,6.494207594680617,6.254124625806295,6.478931980046718,6.416302193477267,6.197461939587221,6.507966338602974,6.456025761666718,6.221335419171618,6.337460882243014,6.37276618188618,6.209092917734082,6.45292023340532,6.431290823474165,6.2051955176923475
22,6.35068624531329,6.499258553134153,6.463475089726619,6.328784638484463,6.533750587507803,6.402485620786828,6.352629396319567,6.539845296522741,6.391623938092615,6.413502096875308,6.513308196259631,6.379274719977426,6.412831952540743,6.482145770894448,6.604094370329022,6.347434114121767,6.515971157929837,6.408158046889323
23,6.192482775756367,6.427493812148424,6.30665938528191,6.349248251144998,6.425571100460568,6.318585840307052,6.2833989292982935,6.427320288921155,6.298949246855942,6.399869773274503,6.4990627461149,6.290567637221231,6.174936757435648,6.38856140554563,6.162472344001663,6.208130018038376,6.4258069103193645,6.328956671629941
24,6.482906140164542,6.652591345591572,6.437177125754742,6.552436557814545,6.723041389155929,6.573393634007396,6.5987958080830715,6.785251659421605,6.613246538965856,6.478745937105699,6.74663441783613,6.626887542950087,6.64037032380553,6.716345490209204,6.60781824006149,6.566566939007215,6.689816907185639,6.489945051726046
25,6.246106765481563,6.538251138956743,6.269993010712996,6.301491262064636,6.556486938408639,6.2451883512122,6.280021236970423,6.488951606434792,6.36785360680059,6.293419278846481,6.632572541136895,6.2645209532618615,6.260185085813633,6.437956756905616,6.241225062138102,6.194966458166903,6.561960777390976,6.253384926090638
26,6.386746402501945,6.5478318210875734,6.317976631399225,6.546709896318351,6.644809764540523,6.554938429236035,6.523446370841285,6.6831918011302935,6.6627874636460085,6.457031264468358,6.6457936361543775,6.407531154940406,6.25967706178977,6.405145809987487,6.372380782294734,6.408275305633553,6.622531720368563,6.542142552614507
27,6.362467601661044,6.465872525453056,6.263826742209691,6.454494906364546,6.571349706805467,6.4247443433990234,6.321622246076674,6.467659905475067,6.26612298987692,6.456286505423859,6.560995304592444,6.418448589943287,6.313004420278385,6.43644553398056,6.23998340475342,6.408899397829373,6.545672883954106,6.363956054823332
28,6.141768552245234,6.3063233073086575,6.0787883752796565,6.1186053711699255,6.404723279944826,6.137948550294017,6.23250414744779,6.336087995959901,6.14482340773764,6.159484764105252,6.368922030229243,6.186630609348258,6.1165711273763765,6.294745476170588,6.039837957781072,6.111411905593742,6.308143977813357,6.145427239341868
29,6.431372370977437,6.538609068683018,6.4155275667655545,6.62966805404941,6.730681467118538,6.599719316205519,6.6762661895269195,6.7586593698165025,6.602975489093414,6.710085773446457,6.797612102784516,6.633179919532666,6.3306117741784975,6.533389048725962,6.395525160603248,6.652314491837374,6.781227872510378,6.63928742545416
30,6.182508635536531,6.371184405464288,6.117974821488543,6.20197868202205,6.369360101177972,6.155603784818746,6.255798025247055,6.348376642411286,6.119307918567867,6.2687077078319335,6.436550929159883,6.151313248049878,6.214713356040309,6.403618943667198,6.107374484581505,6.167792299699423,6.429634584792344,6.127540775811691
31,6.298949246855942,6.50536876048357,6.315024834769295,6.466784899850502,6.675899645020441,6.3514672811393895,6.430155302844467,6.5980418116616155,6.323063818987321,6.520897230823071,6.642885099553023,6.379981283986189,6.3215773194194345,6.557506529204126,6.2953133084860395,6.444925853484402,6.6428298427757175,6.363354238609864
32,6.441408114608344,6.510660447569462,6.409463391363403,6.408658844164699,6.567861812005408,6.420080643657417,6.4337436283388625,6.548799744193903,6.424733952655098,6.449264074112107,6.520130089002303,6.35078598598762,6.289763141253653,6.4369112967387085,6.276878424148316,6.341658005208989,6.518176470630199,6.391520314233901
33,6.386332031580866,6.537100284041607,6.369315014498824,6.578922210526627,6.681125929597154,6.51923156588912,6.533568588169222,6.542028501519493,6.403234524018505,6.573827171738565,6.593805279709746,6.414450699912981,6.454701915701406,6.60182936369817,6.410448967208392,6.573465274943057,6.711871904788089,6.511211793046706
34,6.4117772159641655,6.700005454454524,6.508769136971682,6.516610224648721,6.776934495050585,6.584366312676871,6.432337017034903,6.706862336602747,6.5546454012079005,6.5436600152970605,6.722796915533679,6.541436916794704,6.466766614804926,6.678046103403743,6.464899781655413,6.567893092441631,6.791518840844652,6.6308812552469485
35,6.032546507834095,6.438899708413486,5.991950540105363,6.148407243992966,6.444579568406847,6.153986681728826,6.0527809710965945,6.389877822358901,5.942732073582105,6.174515004855747,6.37815807515541,6.1578790041761025,6.066494712957974,6.343279013831086,6.075740042126091,6.093926128069932,6.4184531115821555,6.140253942121485
36,6.306913769206218,6.488764904916633,6.195103321501027,6.360637981568745,6.466648989491823,6.356819657877981,6.405719737824559,6.449768051614862,6.4003958631926325,6.473032989806855,6.57053276097022,6.3525847245454194,6.272315910864636,6.3637351921327685,6.173251773138489,6.4037015459133375,6.583711735179936,6.278184618523572
37,6.587363860949465,6.6000175742581435,6.42585898933745,6.672767669360399,6.634739897627754,6.465579033372584,6.517554652569668,6.526238604192601,6.363911886187473,6.642275355073827,6.643158220654313,6.447305862541213,6.664872734710676,6.693523512392199,6.505883706384103,6.739720369487175,6.688657586187471,6.5135691801704505
38,6.5808880483005465,6.579215598840347,6.451347692136398,6.568401972986511,6.6313757580344825,6.503460538358262,6.520659883493203,6.619873186527689,6.463770212134955,6.5523952596247135,6.565531398186974,6.457554277032581,6.6651493650557985,6.734848721122784,6.616694957648319,6.621090233043171,6.705571093091931,6.495459200522342
39,6.587894308166121,6.583409222158765,6.290381349894975,6.66546531358818,6.794145342006379,6.462331290605529,6.585888679365538,6.5679374521098275,6.455246208479136,6.694937025715859,6.758574984917455,6.460686621018898,6.42252520240511,6.501998461664312,6.2842987656087725,6.611762909396728,6.7812772935068075,6.430098912686073
40,6.3765961177813475,6.474155211629574,6.2813584573563634,6.422247463200436,6.507650777116068,6.279130994437692,6.468978962152974,6.514259913487199,6.318717832178366,6.507111861153186,6.504326557568893,6.274526588633435,6.353282493109951,6.53623382692641,6.289178369714236,6.523035038888126,6.530092390151183,6.380479297517177
